starttime,detector_id,speed
2018-05-05 19:00:00-07,101139,56.71
2018-05-05 19:00:00-07,101140,58
2018-05-05 19:00:00-07,101141,56.22
2018-05-05 19:00:00-07,101142,63.17
2018-05-05 19:00:00-07,101143,58.74
2018-05-05 19:00:00-07,101144,55.19
2018-05-05 19:00:00-07,101145,59.97
2018-05-05 19:00:00-07,101150,55.81
2018-05-05 19:00:00-07,101151,60.26
2018-05-05 19:00:00-07,101152,64.21
2018-05-05 19:00:00-07,101153,60.3
2018-05-05 19:00:00-07,101154,62
2018-05-05 19:00:00-07,101155,64.55
2018-05-05 19:00:00-07,101156,59
2018-05-05 19:00:00-07,101157,61
2018-05-05 19:00:00-07,101158,65.11
2018-05-05 19:00:00-07,101160,69.25
2018-05-05 19:00:00-07,101161,73
2018-05-05 19:00:00-07,101162,50.5
2018-05-05 19:00:00-07,101163,54.78
2018-05-05 19:00:00-07,101164,59
2018-05-05 19:00:00-07,101165,64.33
2018-05-05 19:00:00-07,101166,64.57
2018-05-05 19:00:00-07,101167,71
2018-05-05 19:00:00-07,101168,64.3
2018-05-05 19:00:00-07,101169,68.26
2018-05-05 19:00:00-07,101170,72.64
2018-05-05 19:00:00-07,101171,61.73
2018-05-05 19:00:00-07,101172,62.95
2018-05-05 19:00:00-07,101173,66.74
2018-05-05 19:00:00-07,101174,68.67
2018-05-05 19:00:00-07,101175,67.84
2018-05-05 19:00:00-07,101176,71.33
2018-05-05 19:00:00-07,101177,71.7
2018-05-05 19:00:00-07,101178,64.15
2018-05-05 19:00:00-07,101179,74.33
2018-05-05 19:00:00-07,101180,68.55
2018-05-05 19:00:00-07,101181,66.9
2018-05-05 19:00:00-07,101182,72
2018-05-05 19:00:00-07,101183,67
2018-05-05 19:00:00-07,101184,68.21
2018-05-05 19:00:00-07,101185,69.43
2018-05-05 19:00:00-07,101186,63.25
2018-05-05 19:00:00-07,101187,67.5
2018-05-05 19:05:00-07,100890,54.41
2018-05-05 19:05:00-07,100891,56.64
2018-05-05 19:05:00-07,100892,64.22
2018-05-05 19:05:00-07,100893,61.52
2018-05-05 19:05:00-07,100895,45.12
2018-05-05 19:05:00-07,100897,54.73
2018-05-05 19:05:00-07,100898,57.98
2018-05-05 19:05:00-07,100899,62.7
2018-05-05 19:05:00-07,100900,59.31
2018-05-05 19:05:00-07,100901,59.65
2018-05-05 19:05:00-07,100902,64.02
2018-05-05 19:05:00-07,100903,50.64
2018-05-05 19:05:00-07,101137,49.7
2018-05-05 19:05:00-07,101138,54.2
2018-05-05 19:05:00-07,101139,56.58
2018-05-05 19:05:00-07,101140,54.95
2018-05-05 19:05:00-07,101141,60.41
2018-05-05 19:05:00-07,101142,61.15
2018-05-05 19:05:00-07,101143,59.36
2018-05-05 19:05:00-07,101144,59.63
2018-05-05 19:05:00-07,101145,62.35
2018-05-05 19:05:00-07,101150,57.6
2018-05-05 19:05:00-07,101151,62.59
2018-05-05 19:05:00-07,101152,67.06
2018-05-05 19:05:00-07,101153,62.27
2018-05-05 19:05:00-07,101154,64.56
2018-05-05 19:05:00-07,101155,68.38
2018-05-05 19:05:00-07,101156,55.69
2018-05-05 19:05:00-07,101157,59.09
2018-05-05 19:05:00-07,101158,63.45
2018-05-05 19:05:00-07,101160,67.33
2018-05-05 19:05:00-07,101161,68.29
2018-05-05 19:05:00-07,101162,57
2018-05-05 19:05:00-07,101163,58.85
2018-05-05 19:05:00-07,101164,64.97
2018-05-05 19:05:00-07,101165,64.36
2018-05-05 19:05:00-07,101166,61.46
2018-05-05 19:05:00-07,101167,67.42
2018-05-05 19:05:00-07,101168,66.53
2018-05-05 19:05:00-07,101169,63.33
2018-05-05 19:05:00-07,101170,71.25
2018-05-05 19:05:00-07,101171,61.96
2018-05-05 19:05:00-07,101172,61.7
2018-05-05 19:05:00-07,101173,70
2018-05-05 19:05:00-07,101174,63.33
2018-05-05 19:05:00-07,101175,65.19
2018-05-05 19:05:00-07,101176,70.69
2018-05-05 19:05:00-07,101177,63.94
2018-05-05 19:05:00-07,101178,71.33
2018-05-05 19:05:00-07,101179,75.92
2018-05-05 19:05:00-07,101180,65.71
2018-05-05 19:05:00-07,101181,65.38
2018-05-05 19:05:00-07,101182,68.73
2018-05-05 19:05:00-07,101183,69.67
2018-05-05 19:05:00-07,101184,64.17
2018-05-05 19:05:00-07,101185,66.05
2018-05-05 19:05:00-07,101186,61.67
2018-05-05 19:05:00-07,101187,67.6
2018-05-05 19:10:00-07,100890,48
2018-05-05 19:10:00-07,100891,53.51
2018-05-05 19:10:00-07,100892,63.03
2018-05-05 19:10:00-07,100893,61.76
2018-05-05 19:10:00-07,100895,46.89
2018-05-05 19:10:00-07,100897,54.59
2018-05-05 19:10:00-07,100898,56.89
2018-05-05 19:10:00-07,100899,61.55
2018-05-05 19:10:00-07,100900,60.28
2018-05-05 19:10:00-07,100901,59.82
2018-05-05 19:10:00-07,100902,63.72
2018-05-05 19:10:00-07,100903,52.13
2018-05-05 19:10:00-07,101137,52.75
2018-05-05 19:10:00-07,101138,56.33
2018-05-05 19:10:00-07,101139,59.07
2018-05-05 19:10:00-07,101140,59.8
2018-05-05 19:10:00-07,101141,60.2
2018-05-05 19:10:00-07,101142,62.71
2018-05-05 19:10:00-07,101143,54.52
2018-05-05 19:10:00-07,101144,58.13
2018-05-05 19:10:00-07,101145,60.32
2018-05-05 19:10:00-07,101150,57.89
2018-05-05 19:10:00-07,101151,60.74
2018-05-05 19:10:00-07,101152,65.69
2018-05-05 19:10:00-07,101153,57.96
2018-05-05 19:10:00-07,101154,62.24
2018-05-05 19:10:00-07,101155,64
2018-05-05 19:10:00-07,101156,54.5
2018-05-05 19:10:00-07,101157,58.73
2018-05-05 19:10:00-07,101158,60.21
2018-05-05 19:10:00-07,101160,71.5
2018-05-05 19:10:00-07,101161,72
2018-05-05 19:10:00-07,101162,57.25
2018-05-05 19:10:00-07,101163,63.18
2018-05-05 19:10:00-07,101164,66.67
2018-05-05 19:10:00-07,101165,63.8
2018-05-05 19:10:00-07,101166,61.41
2018-05-05 19:10:00-07,101167,68.58
2018-05-05 19:10:00-07,101168,65.33
2018-05-05 19:10:00-07,101169,67.43
2018-05-05 19:10:00-07,101170,70.47
2018-05-05 19:10:00-07,101171,65.29
2018-05-05 19:10:00-07,101172,65.22
2018-05-05 19:10:00-07,101173,69.92
2018-05-05 19:10:00-07,101174,65.75
2018-05-05 19:10:00-07,101175,68.29
2018-05-05 19:10:00-07,101176,76.78
2018-05-05 19:10:00-07,101177,65
2018-05-05 19:10:00-07,101178,73.63
2018-05-05 19:10:00-07,101179,73.75
2018-05-05 19:10:00-07,101180,68.71
2018-05-05 19:10:00-07,101181,64.14
2018-05-05 19:10:00-07,101182,68.86
2018-05-05 19:10:00-07,101183,70.5
2018-05-05 19:10:00-07,101184,68
2018-05-05 19:10:00-07,101185,70.29
2018-05-05 19:10:00-07,101186,59.29
2018-05-05 19:10:00-07,101187,62.18
2018-05-05 19:15:00-07,100890,57.12
2018-05-05 19:15:00-07,100891,56.04
2018-05-05 19:15:00-07,100892,62.94
2018-05-05 19:15:00-07,100895,47.76
2018-05-05 19:15:00-07,100897,53.93
2018-05-05 19:15:00-07,100898,56.96
2018-05-05 19:15:00-07,100899,61.71
2018-05-05 19:15:00-07,100900,59.87
2018-05-05 19:15:00-07,100901,58.47
2018-05-05 19:15:00-07,100902,62.78
2018-05-05 19:15:00-07,100903,56.28
2018-05-05 19:15:00-07,101137,48
2018-05-05 19:15:00-07,101138,50.85
2018-05-05 19:15:00-07,101139,54.26
2018-05-05 19:15:00-07,101140,54.06
2018-05-05 19:15:00-07,101141,58.03
2018-05-05 19:15:00-07,101142,59.62
2018-05-05 19:15:00-07,101143,56.7
2018-05-05 19:15:00-07,101144,57.15
2018-05-05 19:15:00-07,101145,57.62
2018-05-05 19:15:00-07,101150,57.47
2018-05-05 19:15:00-07,101151,62.19
2018-05-05 19:15:00-07,101152,65.37
2018-05-05 19:15:00-07,101153,61.31
2018-05-05 19:15:00-07,101154,61.37
2018-05-05 19:15:00-07,101155,65.17
2018-05-05 19:15:00-07,101156,56.03
2018-05-05 19:15:00-07,101157,57.23
2018-05-05 19:15:00-07,101158,61.36
2018-05-05 19:15:00-07,101160,66.94
2018-05-05 19:15:00-07,101161,69.32
2018-05-05 19:15:00-07,101162,57.25
2018-05-05 19:15:00-07,101163,59.61
2018-05-05 19:15:00-07,101164,65.54
2018-05-05 19:15:00-07,101165,65.63
2018-05-05 19:15:00-07,101166,61.7
2018-05-05 19:15:00-07,101167,66.76
2018-05-05 19:15:00-07,101168,64.39
2018-05-05 19:15:00-07,101169,66.57
2018-05-05 19:15:00-07,101170,74.94
2018-05-05 19:15:00-07,101171,59.76
2018-05-05 19:15:00-07,101172,61.89
2018-05-05 19:15:00-07,101173,67.15
2018-05-05 19:15:00-07,101174,62.92
2018-05-05 19:15:00-07,101175,65.21
2018-05-05 19:15:00-07,101176,71.33
2018-05-05 19:15:00-07,101177,64.53
2018-05-05 19:15:00-07,101178,72.17
2018-05-05 19:15:00-07,101179,72.09
2018-05-05 19:15:00-07,101180,65.04
2018-05-05 19:15:00-07,101181,66.17
2018-05-05 19:15:00-07,101182,69.17
2018-05-05 19:15:00-07,101183,65.9
2018-05-05 19:15:00-07,101184,66.52
2018-05-05 19:15:00-07,101185,72.38
2018-05-05 19:15:00-07,101186,59.72
2018-05-05 19:15:00-07,101187,65.94
2018-05-05 19:20:00-07,100890,53.97
2018-05-05 19:20:00-07,100891,55.84
2018-05-05 19:20:00-07,100892,63.26
2018-05-05 19:20:00-07,100893,55
2018-05-05 19:20:00-07,100895,46.96
2018-05-05 19:20:00-07,100897,53.93
2018-05-05 19:20:00-07,100898,57.32
2018-05-05 19:20:00-07,100899,61.22
2018-05-05 19:20:00-07,100900,59.83
2018-05-05 19:20:00-07,100901,59.18
2018-05-05 19:20:00-07,100902,63.26
2018-05-05 19:20:00-07,100903,53.32
2018-05-05 19:20:00-07,101137,55.43
2018-05-05 19:20:00-07,101138,52.75
2018-05-05 19:20:00-07,101139,55.47
2018-05-05 19:20:00-07,101140,53.43
2018-05-05 19:20:00-07,101141,57.47
2018-05-05 19:20:00-07,101142,60.75
2018-05-05 19:20:00-07,101143,53.13
2018-05-05 19:20:00-07,101144,53.5
2018-05-05 19:20:00-07,101145,58.13
2018-05-05 19:20:00-07,101150,42.82
2018-05-05 19:20:00-07,101151,45.14
2018-05-05 19:20:00-07,101152,46.58
2018-05-05 19:20:00-07,101153,63.3
2018-05-05 19:20:00-07,101154,63.68
2018-05-05 19:20:00-07,101155,68.33
2018-05-05 19:20:00-07,101156,59.86
2018-05-05 19:20:00-07,101157,60.57
2018-05-05 19:20:00-07,101158,65.91
2018-05-05 19:20:00-07,101160,66.13
2018-05-05 19:20:00-07,101161,69.83
2018-05-05 19:20:00-07,101162,55
2018-05-05 19:20:00-07,101163,59.75
2018-05-05 19:20:00-07,101164,65.83
2018-05-05 19:20:00-07,101165,64.1
2018-05-05 19:20:00-07,101166,65.71
2018-05-05 19:20:00-07,101167,70
2018-05-05 19:20:00-07,101168,63.2
2018-05-05 19:20:00-07,101169,66.58
2018-05-05 19:20:00-07,101170,71.76
2018-05-05 19:20:00-07,101171,63.55
2018-05-05 19:20:00-07,101172,62.05
2018-05-05 19:20:00-07,101173,66.69
2018-05-05 19:20:00-07,101174,67.8
2018-05-05 19:20:00-07,101175,68.06
2018-05-05 19:20:00-07,101176,71.15
2018-05-05 19:20:00-07,101177,65
2018-05-05 19:20:00-07,101178,71.43
2018-05-05 19:20:00-07,101179,
2018-05-05 19:20:00-07,101180,63.86
2018-05-05 19:20:00-07,101181,61.3
2018-05-05 19:20:00-07,101182,65.25
2018-05-05 19:20:00-07,101183,61
2018-05-05 19:20:00-07,101184,65
2018-05-05 19:20:00-07,101185,67
2018-05-05 19:20:00-07,101186,62.88
2018-05-05 19:20:00-07,101187,59
2018-05-05 19:25:00-07,100890,46.55
2018-05-05 19:25:00-07,100891,55.6
2018-05-05 19:25:00-07,100892,61.12
2018-05-05 19:25:00-07,100893,59.38
2018-05-05 19:25:00-07,100895,46.28
2018-05-05 19:25:00-07,100897,54.38
2018-05-05 19:25:00-07,100898,56.72
2018-05-05 19:25:00-07,100899,61.67
2018-05-05 19:25:00-07,100900,60.09
2018-05-05 19:25:00-07,100901,59.29
2018-05-05 19:25:00-07,100902,62.02
2018-05-05 19:25:00-07,100903,53.89
2018-05-05 19:25:00-07,101137,51.38
2018-05-05 19:25:00-07,101138,52.9
2018-05-05 19:25:00-07,101139,55.86
2018-05-05 19:25:00-07,101140,57.4
2018-05-05 19:25:00-07,101141,57.52
2018-05-05 19:25:00-07,101142,60.53
2018-05-05 19:25:00-07,101143,56.43
2018-05-05 19:25:00-07,101144,56.25
2018-05-05 19:25:00-07,101145,58.08
2018-05-05 19:25:00-07,101150,57.18
2018-05-05 19:25:00-07,101151,61.02
2018-05-05 19:25:00-07,101152,65.64
2018-05-05 19:25:00-07,101153,59.97
2018-05-05 19:25:00-07,101154,62.32
2018-05-05 19:25:00-07,101155,65.74
2018-05-05 19:25:00-07,101156,56.84
2018-05-05 19:25:00-07,101157,58.34
2018-05-05 19:25:00-07,101158,61.69
2018-05-05 19:25:00-07,101160,68.53
2018-05-05 19:25:00-07,101161,69.5
2018-05-05 19:25:00-07,101162,54.85
2018-05-05 19:25:00-07,101163,60.6
2018-05-05 19:25:00-07,101164,64.71
2018-05-05 19:25:00-07,101165,61.11
2018-05-05 19:25:00-07,101166,60.88
2018-05-05 19:25:00-07,101167,66.48
2018-05-05 19:25:00-07,101168,64.34
2018-05-05 19:25:00-07,101169,64.15
2018-05-05 19:25:00-07,101170,72.31
2018-05-05 19:25:00-07,101171,57.51
2018-05-05 19:25:00-07,101172,59.17
2018-05-05 19:25:00-07,101173,65.42
2018-05-05 19:25:00-07,101174,63.08
2018-05-05 19:25:00-07,101175,66.55
2018-05-05 19:25:00-07,101176,74.21
2018-05-05 19:25:00-07,101177,66
2018-05-05 19:25:00-07,101178,68.72
2018-05-05 19:25:00-07,101179,72.89
2018-05-05 19:25:00-07,101180,64.69
2018-05-05 19:25:00-07,101181,63.52
2018-05-05 19:25:00-07,101182,69.44
2018-05-05 19:25:00-07,101183,68.24
2018-05-05 19:25:00-07,101184,67.54
2018-05-05 19:25:00-07,101185,72.54
2018-05-05 19:25:00-07,101186,61.33
2018-05-05 19:25:00-07,101187,66.57
2018-05-05 19:30:00-07,100890,51.16
2018-05-05 19:30:00-07,100891,55.32
2018-05-05 19:30:00-07,100892,63.83
2018-05-05 19:30:00-07,100893,62.2
2018-05-05 19:30:00-07,100895,47.97
2018-05-05 19:30:00-07,100897,54.94
2018-05-05 19:30:00-07,100898,55.57
2018-05-05 19:30:00-07,100899,61.59
2018-05-05 19:30:00-07,100900,60.76
2018-05-05 19:30:00-07,100901,59.93
2018-05-05 19:30:00-07,100902,63.4
2018-05-05 19:30:00-07,100903,52.5
2018-05-05 19:30:00-07,101137,50.59
2018-05-05 19:30:00-07,101138,53.76
2018-05-05 19:30:00-07,101139,59.19
2018-05-05 19:30:00-07,101140,54
2018-05-05 19:30:00-07,101141,56.5
2018-05-05 19:30:00-07,101142,64.56
2018-05-05 19:30:00-07,101143,58.5
2018-05-05 19:30:00-07,101144,58.48
2018-05-05 19:30:00-07,101145,61
2018-05-05 19:30:00-07,101150,58.83
2018-05-05 19:30:00-07,101151,62.17
2018-05-05 19:30:00-07,101152,65.54
2018-05-05 19:30:00-07,101153,59.48
2018-05-05 19:30:00-07,101154,61.67
2018-05-05 19:30:00-07,101155,66.11
2018-05-05 19:30:00-07,101156,54.88
2018-05-05 19:30:00-07,101157,57.12
2018-05-05 19:30:00-07,101158,63.96
2018-05-05 19:30:00-07,101160,69.7
2018-05-05 19:30:00-07,101161,65.38
2018-05-05 19:30:00-07,101162,
2018-05-05 19:30:00-07,101163,57.86
2018-05-05 19:30:00-07,101164,63.22
2018-05-05 19:30:00-07,101165,60.62
2018-05-05 19:30:00-07,101166,61.1
2018-05-05 19:30:00-07,101167,65.69
2018-05-05 19:30:00-07,101168,64.75
2018-05-05 19:30:00-07,101169,63
2018-05-05 19:30:00-07,101170,70.85
2018-05-05 19:30:00-07,101171,56.4
2018-05-05 19:30:00-07,101172,56.8
2018-05-05 19:30:00-07,101173,61.48
2018-05-05 19:30:00-07,101174,62.88
2018-05-05 19:30:00-07,101175,62.8
2018-05-05 19:30:00-07,101176,75.11
2018-05-05 19:30:00-07,101177,62.38
2018-05-05 19:30:00-07,101178,70.17
2018-05-05 19:30:00-07,101179,71.5
2018-05-05 19:30:00-07,101180,69.67
2018-05-05 19:30:00-07,101181,66.71
2018-05-05 19:30:00-07,101182,72.2
2018-05-05 19:30:00-07,101183,68.29
2018-05-05 19:30:00-07,101184,68.41
2018-05-05 19:30:00-07,101185,66
2018-05-05 19:30:00-07,101186,66
2018-05-05 19:30:00-07,101187,64.6
2018-05-05 19:35:00-07,100890,52.3
2018-05-05 19:35:00-07,100891,56.08
2018-05-05 19:35:00-07,100892,62.58
2018-05-05 19:35:00-07,100893,60.09
2018-05-05 19:35:00-07,100894,58.25
2018-05-05 19:35:00-07,100895,46.84
2018-05-05 19:35:00-07,100897,49.96
2018-05-05 19:35:00-07,100898,57.24
2018-05-05 19:35:00-07,100899,59.86
2018-05-05 19:35:00-07,100900,60.09
2018-05-05 19:35:00-07,100901,59.56
2018-05-05 19:35:00-07,100902,62.82
2018-05-05 19:35:00-07,100903,57.39
2018-05-05 19:35:00-07,101137,51.3
2018-05-05 19:35:00-07,101138,52.41
2018-05-05 19:35:00-07,101139,56.99
2018-05-05 19:35:00-07,101140,55.64
2018-05-05 19:35:00-07,101141,59.62
2018-05-05 19:35:00-07,101142,63.65
2018-05-05 19:35:00-07,101143,57.31
2018-05-05 19:35:00-07,101144,59.31
2018-05-05 19:35:00-07,101145,58.96
2018-05-05 19:35:00-07,101150,56.61
2018-05-05 19:35:00-07,101151,61.17
2018-05-05 19:35:00-07,101152,64.32
2018-05-05 19:35:00-07,101153,60.19
2018-05-05 19:35:00-07,101154,63.23
2018-05-05 19:35:00-07,101155,63.26
2018-05-05 19:35:00-07,101156,56.83
2018-05-05 19:35:00-07,101157,59.08
2018-05-05 19:35:00-07,101158,61.44
2018-05-05 19:35:00-07,101160,65.62
2018-05-05 19:35:00-07,101161,68.52
2018-05-05 19:35:00-07,101162,55.22
2018-05-05 19:35:00-07,101163,58.19
2018-05-05 19:35:00-07,101164,62.35
2018-05-05 19:35:00-07,101165,62.35
2018-05-05 19:35:00-07,101166,62.1
2018-05-05 19:35:00-07,101167,67.78
2018-05-05 19:35:00-07,101168,64.16
2018-05-05 19:35:00-07,101169,66.74
2018-05-05 19:35:00-07,101170,73.04
2018-05-05 19:35:00-07,101171,59.08
2018-05-05 19:35:00-07,101172,63.58
2018-05-05 19:35:00-07,101173,68.91
2018-05-05 19:35:00-07,101174,62.04
2018-05-05 19:35:00-07,101175,65.88
2018-05-05 19:35:00-07,101176,74.13
2018-05-05 19:35:00-07,101177,63.35
2018-05-05 19:35:00-07,101178,72.26
2018-05-05 19:35:00-07,101179,72.79
2018-05-05 19:35:00-07,101180,64.14
2018-05-05 19:35:00-07,101181,64.18
2018-05-05 19:35:00-07,101182,68.75
2018-05-05 19:35:00-07,101183,69.71
2018-05-05 19:35:00-07,101184,68.12
2018-05-05 19:35:00-07,101185,72.36
2018-05-05 19:35:00-07,101186,60.91
2018-05-05 19:35:00-07,101187,67.42
2018-05-05 19:40:00-07,100890,51
2018-05-05 19:40:00-07,100891,55.41
2018-05-05 19:40:00-07,100892,62.47
2018-05-05 19:40:00-07,100893,60.15
2018-05-05 19:40:00-07,100894,65.14
2018-05-05 19:40:00-07,100895,46.49
2018-05-05 19:40:00-07,100897,52.14
2018-05-05 19:40:00-07,100898,56.99
2018-05-05 19:40:00-07,100899,60.69
2018-05-05 19:40:00-07,100900,60.11
2018-05-05 19:40:00-07,100901,59.07
2018-05-05 19:40:00-07,100902,64.11
2018-05-05 19:40:00-07,100903,53.91
2018-05-05 19:40:00-07,101137,53
2018-05-05 19:40:00-07,101138,54.82
2018-05-05 19:40:00-07,101139,60.38
2018-05-05 19:40:00-07,101140,57.31
2018-05-05 19:40:00-07,101141,63.62
2018-05-05 19:40:00-07,101142,60
2018-05-05 19:40:00-07,101143,56.84
2018-05-05 19:40:00-07,101144,58.33
2018-05-05 19:40:00-07,101145,59.79
2018-05-05 19:40:00-07,101150,58.7
2018-05-05 19:40:00-07,101151,65.67
2018-05-05 19:40:00-07,101152,67.8
2018-05-05 19:40:00-07,101153,64.63
2018-05-05 19:40:00-07,101154,59.78
2018-05-05 19:40:00-07,101155,64.88
2018-05-05 19:40:00-07,101156,57.89
2018-05-05 19:40:00-07,101157,60.39
2018-05-05 19:40:00-07,101158,64.2
2018-05-05 19:40:00-07,101160,66.31
2018-05-05 19:40:00-07,101161,63.33
2018-05-05 19:40:00-07,101162,54
2018-05-05 19:40:00-07,101163,60
2018-05-05 19:40:00-07,101164,58.71
2018-05-05 19:40:00-07,101165,64
2018-05-05 19:40:00-07,101166,65.39
2018-05-05 19:40:00-07,101167,72.43
2018-05-05 19:40:00-07,101168,66
2018-05-05 19:40:00-07,101169,64.32
2018-05-05 19:40:00-07,101170,71.26
2018-05-05 19:40:00-07,101171,65.54
2018-05-05 19:40:00-07,101172,63.48
2018-05-05 19:40:00-07,101173,69.78
2018-05-05 19:40:00-07,101174,61.5
2018-05-05 19:40:00-07,101175,64.9
2018-05-05 19:40:00-07,101176,73.36
2018-05-05 19:40:00-07,101177,65.4
2018-05-05 19:40:00-07,101178,69.13
2018-05-05 19:40:00-07,101179,74
2018-05-05 19:40:00-07,101180,69.83
2018-05-05 19:40:00-07,101181,67.2
2018-05-05 19:40:00-07,101182,73.33
2018-05-05 19:40:00-07,101183,66.25
2018-05-05 19:40:00-07,101184,69
2018-05-05 19:40:00-07,101185,71
2018-05-05 19:40:00-07,101186,62.18
2018-05-05 19:40:00-07,101187,68.14
2018-05-05 19:45:00-07,100890,55.9
2018-05-05 19:45:00-07,100891,56.36
2018-05-05 19:45:00-07,100892,62.77
2018-05-05 19:45:00-07,100893,60.17
2018-05-05 19:45:00-07,100894,0
2018-05-05 19:45:00-07,100895,46.41
2018-05-05 19:45:00-07,100897,52.8
2018-05-05 19:45:00-07,100898,55.14
2018-05-05 19:45:00-07,100899,61.7
2018-05-05 19:45:00-07,100900,57.21
2018-05-05 19:45:00-07,100901,58.08
2018-05-05 19:45:00-07,100902,61.36
2018-05-05 19:45:00-07,100903,49.67
2018-05-05 19:45:00-07,101137,49.73
2018-05-05 19:45:00-07,101138,53.84
2018-05-05 19:45:00-07,101139,55.23
2018-05-05 19:45:00-07,101140,53.61
2018-05-05 19:45:00-07,101141,57.43
2018-05-05 19:45:00-07,101142,60.48
2018-05-05 19:45:00-07,101143,56.14
2018-05-05 19:45:00-07,101144,56.8
2018-05-05 19:45:00-07,101145,60.52
2018-05-05 19:45:00-07,101150,54.16
2018-05-05 19:45:00-07,101151,60.15
2018-05-05 19:45:00-07,101152,63.83
2018-05-05 19:45:00-07,101153,58.67
2018-05-05 19:45:00-07,101154,61.74
2018-05-05 19:45:00-07,101155,63.51
2018-05-05 19:45:00-07,101156,55.33
2018-05-05 19:45:00-07,101157,58.07
2018-05-05 19:45:00-07,101158,61.08
2018-05-05 19:45:00-07,101160,68.21
2018-05-05 19:45:00-07,101161,71.57
2018-05-05 19:45:00-07,101162,56.12
2018-05-05 19:45:00-07,101163,59.6
2018-05-05 19:45:00-07,101164,63.82
2018-05-05 19:45:00-07,101165,63.08
2018-05-05 19:45:00-07,101166,63.27
2018-05-05 19:45:00-07,101167,68.1
2018-05-05 19:45:00-07,101168,65.5
2018-05-05 19:45:00-07,101169,66.34
2018-05-05 19:45:00-07,101170,74.07
2018-05-05 19:45:00-07,101171,60.24
2018-05-05 19:45:00-07,101172,63.56
2018-05-05 19:45:00-07,101173,68.82
2018-05-05 19:45:00-07,101174,64.02
2018-05-05 19:45:00-07,101175,67.2
2018-05-05 19:45:00-07,101176,70.63
2018-05-05 19:45:00-07,101177,65.82
2018-05-05 19:45:00-07,101178,69.83
2018-05-05 19:45:00-07,101179,71.58
2018-05-05 19:45:00-07,101180,63.63
2018-05-05 19:45:00-07,101181,65.51
2018-05-05 19:45:00-07,101182,68.95
2018-05-05 19:45:00-07,101183,66.29
2018-05-05 19:45:00-07,101184,68.02
2018-05-05 19:45:00-07,101185,71
2018-05-05 19:45:00-07,101186,61.57
2018-05-05 19:45:00-07,101187,68.35
2018-05-05 19:50:00-07,100890,50.23
2018-05-05 19:50:00-07,100891,53.37
2018-05-05 19:50:00-07,100892,60.29
2018-05-05 19:50:00-07,100893,62.6
2018-05-05 19:50:00-07,100895,45.86
2018-05-05 19:50:00-07,100897,54.91
2018-05-05 19:50:00-07,100898,57.97
2018-05-05 19:50:00-07,100899,61.83
2018-05-05 19:50:00-07,100900,62.21
2018-05-05 19:50:00-07,100901,59.62
2018-05-05 19:50:00-07,100902,63.2
2018-05-05 19:50:00-07,100903,54.28
2018-05-05 19:50:00-07,101137,51
2018-05-05 19:50:00-07,101138,52.82
2018-05-05 19:50:00-07,101139,56.57
2018-05-05 19:50:00-07,101140,52
2018-05-05 19:50:00-07,101141,56
2018-05-05 19:50:00-07,101142,59.94
2018-05-05 19:50:00-07,101143,57
2018-05-05 19:50:00-07,101144,57
2018-05-05 19:50:00-07,101145,57.92
2018-05-05 19:50:00-07,101150,58.5
2018-05-05 19:50:00-07,101151,60.88
2018-05-05 19:50:00-07,101152,68.17
2018-05-05 19:50:00-07,101153,62.13
2018-05-05 19:50:00-07,101154,64.2
2018-05-05 19:50:00-07,101155,64.37
2018-05-05 19:50:00-07,101156,58.43
2018-05-05 19:50:00-07,101157,57.17
2018-05-05 19:50:00-07,101158,63.26
2018-05-05 19:50:00-07,101160,67.82
2018-05-05 19:50:00-07,101161,69.8
2018-05-05 19:50:00-07,101162,50
2018-05-05 19:50:00-07,101163,57.57
2018-05-05 19:50:00-07,101164,60.86
2018-05-05 19:50:00-07,101165,61.13
2018-05-05 19:50:00-07,101166,60.82
2018-05-05 19:50:00-07,101167,67.29
2018-05-05 19:50:00-07,101168,61.89
2018-05-05 19:50:00-07,101169,64.7
2018-05-05 19:50:00-07,101170,69.43
2018-05-05 19:50:00-07,101171,61.5
2018-05-05 19:50:00-07,101172,63.35
2018-05-05 19:50:00-07,101173,69.63
2018-05-05 19:50:00-07,101174,66
2018-05-05 19:50:00-07,101175,65.29
2018-05-05 19:50:00-07,101176,72.33
2018-05-05 19:50:00-07,101177,72
2018-05-05 19:50:00-07,101178,72.92
2018-05-05 19:50:00-07,101179,73.75
2018-05-05 19:50:00-07,101180,70
2018-05-05 19:50:00-07,101181,64.36
2018-05-05 19:50:00-07,101182,65.57
2018-05-05 19:50:00-07,101183,62
2018-05-05 19:50:00-07,101184,63.47
2018-05-05 19:50:00-07,101185,66
2018-05-05 19:50:00-07,101186,62.23
2018-05-05 19:50:00-07,101187,66.38
2018-05-05 19:55:00-07,100890,51.92
2018-05-05 19:55:00-07,100891,56.59
2018-05-05 19:55:00-07,100892,63.47
2018-05-05 19:55:00-07,100893,60.29
2018-05-05 19:55:00-07,100895,48.29
2018-05-05 19:55:00-07,100897,54.88
2018-05-05 19:55:00-07,100898,55.83
2018-05-05 19:55:00-07,100899,59.75
2018-05-05 19:55:00-07,100900,61.71
2018-05-05 19:55:00-07,100901,59.84
2018-05-05 19:55:00-07,100902,62.38
2018-05-05 19:55:00-07,100903,49.71
2018-05-05 19:55:00-07,101137,49.71
2018-05-05 19:55:00-07,101138,52.76
2018-05-05 19:55:00-07,101139,56.42
